Time_s,F0_Hz
1.240276,NaN
1.241526,NaN
1.242776,NaN
1.244026,NaN
1.245276,2251.148284
1.246526,2254.586270
1.247776,2282.406601
1.249026,2324.180008
1.250276,2369.815024
1.251526,2414.252483
1.252776,2430.642385
1.254026,2479.681748
1.255276,2505.585090
1.256526,2545.987739
1.257776,2567.788887
1.259026,2587.931641
1.260276,NaN
1.261526,NaN
1.262776,NaN
1.264026,NaN
1.265276,NaN
1.266526,NaN
1.267776,NaN
1.269026,NaN
1.270276,NaN
1.271526,NaN
1.272776,NaN
1.274026,NaN
1.275276,2222.713477
1.276526,2209.386907
1.277776,2207.652891
1.279026,2191.725793
1.280276,2160.588284
1.281526,2126.552711
1.282776,2069.497293
1.284026,1911.480552
1.285276,1832.030281
1.286526,1742.995930
1.287776,1615.268921
1.289026,NaN
1.290276,NaN
1.291526,NaN
1.292776,NaN
1.294026,NaN
1.295276,NaN
1.296526,NaN
1.297776,NaN
1.299026,NaN
1.300276,NaN
1.301526,NaN
1.302776,NaN
1.304026,NaN
1.305276,NaN
1.306526,NaN
1.307776,NaN
1.309026,NaN
1.310276,NaN
1.311526,NaN
1.312776,NaN
1.314026,NaN
1.315276,NaN
1.316526,NaN
1.317776,NaN
1.319026,NaN
1.320276,NaN
1.321526,NaN
1.322776,NaN
1.324026,NaN
1.325276,NaN
1.326526,NaN
1.327776,NaN
1.329026,NaN
1.330276,NaN
1.331526,NaN
1.332776,NaN
1.334026,NaN
1.335276,NaN
1.336526,NaN
1.337776,NaN
1.339026,NaN
1.340276,NaN
1.341526,NaN
1.342776,NaN
1.344026,NaN
1.345276,NaN
1.346526,NaN
1.347776,NaN
1.349026,NaN
1.350276,NaN
1.351526,NaN
1.352776,NaN
1.354026,NaN
1.355276,NaN
1.356526,NaN
1.357776,NaN
1.359026,NaN
1.360276,NaN
1.361526,NaN
1.362776,NaN
1.364026,NaN
1.365276,NaN
1.366526,NaN
1.367776,NaN
1.369026,1719.004824
1.370276,1769.117285
1.371526,1804.737259
1.372776,1837.470174
1.374026,1863.800212
1.375276,1900.556377
1.376526,1953.605066
1.377776,1993.520139
1.379026,2036.742036
1.380276,2070.780562
1.381526,2103.140803
1.382776,2138.811083
1.384026,2155.733308
1.385276,2189.124825
1.386526,2219.794982
1.387776,2246.020779
1.389026,2261.626153
1.390276,2280.402230
1.391526,2295.104338
1.392776,2324.041811
1.394026,2362.571700
1.395276,NaN
1.396526,NaN
1.397776,NaN
1.399026,NaN
1.400276,NaN
1.401526,NaN
1.402776,NaN
1.404026,NaN
1.405276,NaN
1.406526,NaN
1.407776,NaN
1.409026,NaN
1.410276,NaN
1.411526,NaN
1.412776,NaN
1.414026,2266.798786
1.415276,2272.803261
1.416526,2294.892670
1.417776,2322.112538
1.419026,2350.704312
1.420276,2400.617572
1.421526,2420.820167
1.422776,2423.264883
1.424026,2479.600620
1.425276,2517.193677
1.426526,2569.742808
1.427776,NaN
1.429026,NaN
1.430276,NaN
1.431526,NaN
1.432776,NaN
1.434026,NaN
1.435276,NaN
1.436526,NaN
1.437776,NaN
1.439026,NaN
1.440276,NaN
1.441526,2238.908864
1.442776,2145.156163
1.444026,2126.446432
1.445276,2120.095158
1.446526,2094.998334
1.447776,2054.095014
1.449026,2005.707618
1.450276,1917.286769
1.451526,1809.017514
1.452776,1755.996897
1.454026,NaN
1.455276,NaN
1.456526,NaN
1.457776,NaN
1.459026,NaN
1.460276,NaN
1.461526,NaN
1.462776,NaN
1.464026,NaN
1.465276,NaN
1.466526,NaN
1.467776,NaN
1.469026,NaN
1.470276,NaN
1.471526,NaN
1.472776,NaN
1.474026,NaN
1.475276,NaN
1.476526,NaN
1.477776,NaN
1.479026,NaN
1.480276,NaN
1.481526,NaN
1.482776,NaN
1.484026,NaN
1.485276,NaN
1.486526,NaN
1.487776,NaN
1.489026,NaN
1.490276,NaN
1.491526,NaN
1.492776,NaN
1.494026,NaN
1.495276,NaN
1.496526,NaN
1.497776,NaN
1.499026,NaN
1.500276,NaN
1.501526,NaN
1.502776,NaN
1.504026,NaN
1.505276,NaN
